"","GENN.freq","GNN.SigProp.freq"
"FSHB__Kynurenic.acid",2,0
"FSHB__tyrosine",1,0
"FSHR__Kynurenic.acid",2,0
"FSHR__sorbitol",1,0
"FSIP2__porphobilinogen",3,0
"FSIP2__sn.Glycerol.3.phosphate",4,0
"FTH1__succinate",1,0
"FTL__succinate",1,0
"FURIN__X.p.Hydroxyphenyl.lactic.acid",1,0
"FUT7__succinate",1,0
"FXYD7__guanine",1,0
"FYB__X2..deoxyuridine.5..triphosphate",0,1
"FZD10__porphobilinogen",9,0
"FZD10.AS1__porphobilinogen",1,0
"FZD4__X.p.Hydroxyphenyl.lactic.acid",4,0
"FZD9__porphobilinogen",1,0
"G0S2__Kynurenic.acid",1,0
"G0S2__porphobilinogen",1,0
"G3BP2__X.3803",0,3
"G6PD__porphobilinogen",1,0
"GAB1__porphobilinogen",1,0
"GAB2__sn.Glycerol.3.phosphate",10,0
"GABARAPL2__porphobilinogen",4,0
"GABPB1__X.4238",0,1
"GABPB1.AS1__porphobilinogen",6,0
"GABRA6__porphobilinogen",1,0
"GABRB1__Kynurenic.acid",1,0
"GABRG3.AS1__porphobilinogen",7,0
"GABRQ__porphobilinogen",1,0
"GADD45G__porphobilinogen",1,0
"GAK__gamma.glu.cys",1,0
"GAL3ST4__cysteine",1,0
"GALM__Kynurenic.acid",4,0
"GALNT10__Kynurenic.acid",2,0
"GALNT11__guanosine",1,0
"GALNT12__uracil",1,0
"GALNT13__porphobilinogen",1,0
"GALNTL5__porphobilinogen",4,0
"GALP__citric.acid",1,0
"GALP__porphobilinogen",1,0
"GALR2__citric.acid",0,1
"GAPDH__X.p.Hydroxyphenyl.lactic.acid",4,0
"GAPVD1__citric.acid",0,1
"GART__citric.acid",1,0
"GART__guanosine",1,0
"GAS2__tetradecanoic.acid",1,0
"GAS6__tyrosine",1,0
"GAS8.AS1__uracil",2,0
"GATSL3__porphobilinogen",8,0
"GBA2__adenine",8,0
"GBA2__anthranilic.acid",3,0
"GBA2__asparagine",9,0
"GBA2__aspartate",1,0
"GBA2__beta.alanine",4,0
"GBA2__creatinine",5,0
"GBA2__glyceraldehyde",5,0
"GBA2__glyceric.acid",3,0
"GBA2__glycerol",5,0
"GBA2__guanine",1,0
"GBA2__guanosine",1,0
"GBA2__guanosine.5...monophosphate",8,0
"GBA2__hypotaurine",6,0
"GBA2__inosine",4,0
"GBA2__inositol.1.phosphate",4,0
"GBA2__L.allo.threonine",1,0
"GBA2__leucine",10,0
"GBA2__methionine",14,0
"GBA2__n.hexadecanoic.acid",9,0
"GBA2__ornithine",1,0
"GBA2__pantothenic.acid",2,0
"GBA2__phenylalanine",13,0
"GBA2__proline",3,0
"GBA2__S..5..adenosyl..L.methionine",1,0
"GBA2__serine",9,0
"GBA2__succinate",2,0
"GBA2__taurine",5,0
"GBA2__tetradecanoic.acid",7,0
"GBA2__threonine",1,0
"GBA2__trans.4.hydroxyproline",11,0
"GBA2__tryptophan",1,0
"GBA2__tyramine",15,0
"GBA2__tyrosine",2,0
"GBA2__valine",10,0
"GBA2__X3.phospho.l.serine",1,0
"GBA2__X5.oxoproline",2,0
"GBA2__xanthine",5,0
"GBAS__porphobilinogen",3,0
"GBE1__glutamine",1,0
"GBE1__porphobilinogen",12,0
"GCNT3__X2..deoxyuridine.5..triphosphate",0,1
"GCSAM__adenine",1,0
"GCSAM__anthranilic.acid",1,0
"GCSAM__asparagine",1,0
"GCSAM__beta.alanine",1,0
"GCSAM__caffeine",1,0
"GCSAM__citric.acid",1,0
"GCSAM__cytidine",1,0
"GCSAM__glyceraldehyde",1,0
"GCSAM__glycerol",1,0
"GCSAM__guanosine",1,0
"GCSAM__guanosine.5...monophosphate",1,0
"GCSAM__inosine",1,0
"GCSAM__leucine",1,0
"GCSAM__methionine",1,0
"GCSAM__n.hexadecanoic.acid",1,0
"GCSAM__phenylalanine",1,0
"GCSAM__serine",1,0
"GCSAM__taurine",1,0
"GCSAM__tetradecanoic.acid",1,0
"GCSAM__trans.4.hydroxyproline",1,0
"GCSAM__tyramine",1,0
"GCSAM__tyrosine",1,0
"GCSAM__valine",1,0
"GCSAM__xanthine",1,0
"GCSH__guanine",0,1
"GDAP2__sn.Glycerol.3.phosphate",2,0
"GEM__porphobilinogen",1,0
"GFPT2__porphobilinogen",1,0
"GFRA2__porphobilinogen",1,0
"GFRA4__gamma.glu.cys",1,0
"GIMAP1__porphobilinogen",1,0
"GINM1__L.alpha.glycerophosphorylcholine",1,0
"GIPC3__L.alpha.glycerophosphorylcholine",1,0
"GJA5__porphobilinogen",4,0
"GJA8__guanine",1,0
"GJB3__L.alpha.glycerophosphorylcholine",4,0
"GJB3__porphobilinogen",2,0
"GK__gamma.glu.cys",1,0
"GK3P__gamma.glu.cys",1,0
"GLA__porphobilinogen",3,0
"GLB1L2__guanine",1,0
"GLB1L2__porphobilinogen",1,0
"GLB1L2__tetradecanoic.acid",1,0
"GLCE__Kynurenic.acid",1,0
"GLIPR1__porphobilinogen",4,0
"GLIPR1__sn.Glycerol.3.phosphate",3,0
"GLRA2__L.alpha.glycerophosphorylcholine",1,0
"GLS2__caffeine",1,0
"GLT8D1__phosphoenolpyruvate",1,0
"GLTP__gamma.L.glutamyl.L.glutamine",1,0
"GLTSCR1__porphobilinogen",4,0
"GLTSCR1L__porphobilinogen",5,0
"GLUD1__X2..deoxyuridine.5..triphosphate",0,1
"GMDS.AS1__porphobilinogen",1,0
"GMIP__citric.acid",1,0
"GMIP__porphobilinogen",1,0
"GMPPA__gamma.glu.cys",2,0
"GNA12__L.alpha.glycerophosphorylcholine",2,0
"GNAL__X.p.Hydroxyphenyl.lactic.acid",1,0
"GNAO1__porphobilinogen",1,0
"GNAT1__L.alpha.glycerophosphorylcholine",1,0
"GNAT1__porphobilinogen",1,0
"GNL3__gamma.glu.cys",1,0
"GNLY__porphobilinogen",1,0
"GNPNAT1__guanosine",1,0
"GOLGA8N__porphobilinogen",1,0
"GOLM1__Kynurenic.acid",1,0
"GOLM1__L.alpha.glycerophosphorylcholine",4,0
"GOLPH3L__porphobilinogen",10,0
"GOLT1B__sn.Glycerol.3.phosphate",10,0
"GOPC__cysteine",1,0
"GORASP2__porphobilinogen",2,0
"GOT2__porphobilinogen",1,0
"GP5__L.alpha.glycerophosphorylcholine",1,0
"GP6__porphobilinogen",1,0
"GPAA1__sn.Glycerol.3.phosphate",1,0
"GPANK1__porphobilinogen",1,0
"GPATCH1__porphobilinogen",1,0
"GPATCH2__L.alpha.glycerophosphorylcholine",2,0
"GPATCH2__sn.Glycerol.3.phosphate",2,0
"GPATCH4__porphobilinogen",1,0
"GPBP1L1__porphobilinogen",13,0
"GPC1__porphobilinogen",2,0
"GPC3__porphobilinogen",1,0
"GPC5__inosine",1,0
"GPC6__porphobilinogen",1,0
"GPCPD1__L.alpha.glycerophosphorylcholine",3,0
"GPM6B__X.3824",0,1
"GPN1__creatinine",5,0
"GPR107__porphobilinogen",2,0
"GPR15__Kynurenic.acid",1,0
"GPR17__X.4238",0,1
"GPR173__porphobilinogen",9,0
"GPR21__gamma.glu.cys",1,0
"GPR22__uracil",1,0
"GPR45__uracil",1,0
"GPR52__porphobilinogen",1,0
"GPR63__L.alpha.glycerophosphorylcholine",3,0
"GPR82__phosphoenolpyruvate",1,0
"GPR84__X.4238",0,1
"GPX1__ethylmalonic.acid",3,0
"GPX1__pyridoxal",1,0
"GPX3__porphobilinogen",1,0
"GPX4__cysteine",2,0
"GPX4__porphobilinogen",1,0
"GPX8__porphobilinogen",1,0
"GRAMD1B__guanine",1,0
"GRAMD1C__porphobilinogen",14,0
"GRAMD4__porphobilinogen",7,0
"GRB2__porphobilinogen",5,0
"GRHL2__X.3363",0,1
"GRHPR__porphobilinogen",1,0
"GRIK5__gamma.glu.cys",1,0
"GRIK5__Kynurenic.acid",1,0
"GRK4__S.adenosyl.l.homocysteine",1,0
"GRK4__X.p.Hydroxyphenyl.lactic.acid",3,0
"GRM2__gamma.glu.cys",1,0
"GRM5__L.alpha.glycerophosphorylcholine",1,0
"GRN__porphobilinogen",8,0
"GRN__uridine",1,0
"GRPR__adenine",2,0
"GRPR__beta.alanine",1,0
"GRPR__cholesterol",3,0
"GRPR__citric.acid",2,0
"GRPR__glyceraldehyde",2,0
"GRPR__guanine",1,0
"GRPR__guanosine",2,0
"GRPR__guanosine.5...monophosphate",1,0
"GRPR__hypotaurine",1,0
"GRPR__inosine",1,0
"GRPR__inositol.1.phosphate",2,0
"GRPR__leucine",1,0
"GRPR__methionine",3,0
"GRPR__n.hexadecanoic.acid",2,0
"GRPR__pantothenic.acid",2,0
"GRPR__phenylalanine",4,0
"GRPR__porphobilinogen",1,0
"GRPR__proline",2,0
"GRPR__serine",2,0
"GRPR__taurine",7,0
"GRPR__tetradecanoic.acid",2,0
"GRPR__trans.4.hydroxyproline",2,0
"GRPR__tyramine",1,0
"GRPR__valine",4,0
"GRPR__X3.phospho.d.glycerate",2,0
"GRPR__X5..s.methyl.5..thioadenosine",1,0
"GRPR__xanthine",1,0
"GRSF1__porphobilinogen",1,0
"GS1.124K5.4__L.alpha.glycerophosphorylcholine",1,0
"GS1.279B7.1__porphobilinogen",10,0
"GSN__glutamine",1,0
"GSTA3__porphobilinogen",1,0
"GSTCD__gamma.L.glutamyl.L.glutamine",1,0
"GSTT2__porphobilinogen",1,0
"GSTZ1__creatinine",6,0
"GSTZ1__succinate",1,0
"GSX1__sn.Glycerol.3.phosphate",2,0
"GTF2H2C__porphobilinogen",1,0
"GUCA1C__porphobilinogen",9,0
"GUCA2A__tyrosine",1,0
"GUCY2F__porphobilinogen",1,0
"GUK1__porphobilinogen",12,0
"GULP1__uracil",2,0
"GYG2__L.alpha.glycerophosphorylcholine",2,0
"GYG2__porphobilinogen",8,0
"GYPE__citric.acid",1,0
"GZMH__L.alpha.glycerophosphorylcholine",3,0
"H1FX__porphobilinogen",1,0
"H2AFJ__cysteine",2,0
"H2AFV__gamma.L.glutamyl.L.glutamine",1,0
"HAL__citric.acid",1,0
"HAL__tyrosine",1,0
"HAND1__porphobilinogen",1,0
"HAPLN1__tetradecanoic.acid",1,0
"HAUS3__porphobilinogen",6,0
"HAUS3__tyrosine",1,0
"HAUS7__porphobilinogen",6,0
"HAUS7__sn.Glycerol.3.phosphate",2,0
"HAVCR1P1__porphobilinogen",1,0
"HBB__citric.acid",1,0
"HBEGF__gamma.glu.cys",1,0
"HCFC2__cysteine",1,0
"HCK__gamma.glu.cys",2,0
"HCK__Kynurenic.acid",2,0
"HCRP1__n.dodecanoate",1,0
"HCRTR1__X.p.Hydroxyphenyl.lactic.acid",4,0
"HCRTR2__phenylalanine",1,0
"HCST__cysteine",1,0
"HDAC10__Kynurenic.acid",1,0
"HDAC4__Kynurenic.acid",2,0
"HDAC7__cysteine",4,0
"HDAC7__N.5...aminocarbonyl..L.ornithine",1,0
"HDAC7__X.4238",0,1
"HDC__gamma.glu.cys",1,0
"HDDC2__porphobilinogen",5,0
"HDGFRP2__guanine",1,0
"HEATR5A__guanosine",1,0
"HEIH__X.p.Hydroxyphenyl.lactic.acid",1,0
"HELZ2__S.adenosyl.l.homocysteine",1,0
"HERC5__citric.acid",0,1
"HERC6__fumaric.acid",3,0
"HERC6__X3.hydroxy.3.methylglutarate",2,0
"HERC6__X5.oxoproline",1,0
"HES5__L.alpha.glycerophosphorylcholine",1,0
"HEXA.AS1__X.4238",0,1
"HHAT__guanosine",1,0
"HHAT__hypoxanthine",22,0
"HHATL__L.alpha.glycerophosphorylcholine",1,0
"HHIP__quinolinic.acid",2,0
"HHIPL2__porphobilinogen",6,0
"HIC2__gamma.glu.cys",1,0
"HIF1A__porphobilinogen",1,0
"HIGD1A__S.adenosyl.l.homocysteine",1,0
"HINFP__porphobilinogen",10,0
"HIPK3__porphobilinogen",2,0
"HIST1H1D__porphobilinogen",1,0
"HIST1H2AJ__citric.acid",1,0
"HIST1H2BM__porphobilinogen",1,0
"HIST1H4L__phenylalanine",1,0
"HIST1H4L__tyrosine",1,0
"HIST2H2BE__porphobilinogen",1,0
"HIVEP2__cysteine",1,0
"HIVEP3__succinate",2,0
"HK1__valine",1,0
"HK2__Kynurenic.acid",4,0
"HLA.B__X.p.Hydroxyphenyl.lactic.acid",1,0
"HLA.DPA1__gamma.glu.cys",2,0
"HLA.DPB2__X.4238",0,1
"HLA.DQA2__gamma.glu.cys",1,0
"HLA.DQA2__X.4271",0,7
"HLA.DRA__gamma.glu.cys",3,0
"HMBS__phosphoenolpyruvate",1,0
"HMGA2__X.p.Hydroxyphenyl.lactic.acid",1,0
"HMGCS2__guanine",1,0
"HMGN1__cysteine",1,0
"HMGN4__L.alpha.glycerophosphorylcholine",1,0
"HMGN4__porphobilinogen",7,0
"HMOX1__porphobilinogen",2,0
"HMX1__Kynurenic.acid",1,0
"HMX2__porphobilinogen",4,0
"HNF1A__N.5...aminocarbonyl..L.ornithine",1,0
"HNRNPDL__porphobilinogen",1,0
"HNRNPR__n.dodecanoate",17,0
"HNRNPU.AS1__guanine",1,0
"HOMER2__succinate",1,0
"HOMER3__glutamine",1,0
"HOOK2__porphobilinogen",1,0
"HOPX__porphobilinogen",1,0
"HOTAIR__L.alpha.glycerophosphorylcholine",3,0
"HOXA1__L.alpha.glycerophosphorylcholine",1,0
"HOXA10__L.alpha.glycerophosphorylcholine",2,0
"HOXA10__sn.Glycerol.3.phosphate",1,0
"HOXA11__porphobilinogen",1,0
"HOXA2__porphobilinogen",4,0
"HOXA3__porphobilinogen",2,0
"HOXA5__L.alpha.glycerophosphorylcholine",3,0
"HOXA6__porphobilinogen",1,0
"HOXB.AS1__L.alpha.glycerophosphorylcholine",1,0
"HOXB.AS1__porphobilinogen",1,0
"HOXB13__tetradecanoic.acid",1,0
"HOXB2__porphobilinogen",1,0
"HOXB3__uracil",1,0
"HOXB5__X.p.Hydroxyphenyl.lactic.acid",1,0
"HOXC4__uridine",1,0
"HOXD1__porphobilinogen",1,0
"HOXD13__L.alpha.glycerophosphorylcholine",1,0
"HOXD13__porphobilinogen",1,0
"HPCAL4__L.alpha.glycerophosphorylcholine",1,0
"HPD__porphobilinogen",5,0
"HPD__quinolinic.acid",1,0
"HPD__X.1213",0,1
"HPX__n.hexadecanoic.acid",0,1
"HR__L.alpha.glycerophosphorylcholine",1,0
"HRCT1__porphobilinogen",1,0
"HRG__tyrosine",1,0
"HRH3__uracil",1,0
"HS1BP3__N.5...aminocarbonyl..L.ornithine",1,0
"HS6ST2__porphobilinogen",1,0
"HS6ST3__X.3955",0,5
"HSBP1L1__Spermidine",1,0
"HSCB__porphobilinogen",1,0
"HSD11B1L__porphobilinogen",1,0
"HSD11B2__L.alpha.glycerophosphorylcholine",1,0
"HSD17B1__X.p.Hydroxyphenyl.lactic.acid",1,0
"HSD17B2__cysteine",1,0
"HSF5__L.alpha.glycerophosphorylcholine",3,0
"HSP90B1__Kynurenic.acid",2,0
"HSPA12B__inosine",1,0
"HSPA2__X2..deoxyuridine.5..triphosphate",0,1
"HSPA4L__porphobilinogen",1,0
"HSPB3__porphobilinogen",3,0
"HSPB6__porphobilinogen",1,0
"HSPB7__cysteine",1,0
"HSPBAP1__X.4238",0,1
"HSPD1__porphobilinogen",1,0
"HTATIP2__L.alpha.glycerophosphorylcholine",1,0
"HTR1D__phenylalanine",1,0
"HTR2A__X2..deoxyuridine.5..triphosphate",0,1
"HTR3B__porphobilinogen",1,0
"HTR4__porphobilinogen",9,0
"HVCN1__porphobilinogen",2,0
"HYAL1__cysteine",1,0
"HYAL3__Kynurenic.acid",1,0
"ICE2__porphobilinogen",5,0
"ICK__tyrosine",1,0
"IDH3B__gamma.glu.cys",1,0
"IER2__X.p.Hydroxyphenyl.lactic.acid",9,0
"IFI30__S.adenosyl.l.homocysteine",1,0
"IFI35__X.p.Hydroxyphenyl.lactic.acid",8,0
"IFI44__X5.oxoproline",1,0
"IFIH1__tyrosine",1,0
"IFIT2__creatinine",6,0
"IFITM3__L.alpha.glycerophosphorylcholine",2,0
"IFNA17__phenylalanine",1,0
"IFNA17__tyrosine",1,0
"IFNA6__Kynurenic.acid",1,0
"IFNA6__sorbitol",1,0
"IFNA6__tyrosine",1,0
"IFNG__Kynurenic.acid",1,0
"IFT74__porphobilinogen",1,0
"IFT80__L.alpha.glycerophosphorylcholine",2,0
"IGF2BP3__cysteine",2,0
"IGHV5.78__gamma.glu.cys",1,0
"IGKV1D.13__porphobilinogen",1,0
"IGLL1__fumaric.acid",3,0
"IGSF3__Kynurenic.acid",1,0
"IGSF3__L.alpha.glycerophosphorylcholine",2,0
"IGSF3__X3.hydroxy.3.methylglutarate",3,0
"IGSF9__pyridoxal",1,0
"IKBKB__Spermidine",2,0
"IKBKG__porphobilinogen",8,0
"IKZF2__gamma.glu.cys",1,0
"IKZF3__L.alpha.glycerophosphorylcholine",1,0
"IL10RB.AS1__caffeine",29,0
"IL13RA1__L.alpha.glycerophosphorylcholine",1,0
"IL13RA2__porphobilinogen",13,0
"IL16__caffeine",1,0
"IL17C__porphobilinogen",5,0
"IL17F__gamma.glu.cys",1,0
"IL17RD__gamma.glu.cys",1,0
"IL18BP__porphobilinogen",1,0
"IL18RAP__adenine",1,0
"IL18RAP__asparagine",2,0
"IL18RAP__aspartate",1,0
"IL18RAP__beta.alanine",2,0
"IL18RAP__glyceraldehyde",1,0
"IL18RAP__guanosine.5...monophosphate",1,0
"IL18RAP__hypotaurine",2,0
"IL18RAP__leucine",1,0
"IL18RAP__malic.acid",1,0
"IL18RAP__methionine",1,0
"IL18RAP__n.hexadecanoic.acid",2,0
"IL18RAP__phenylalanine",2,0
"IL18RAP__serine",2,0
"IL18RAP__tetradecanoic.acid",1,0
"IL18RAP__trans.4.hydroxyproline",2,0
"IL18RAP__tryptophan",1,0
"IL18RAP__valine",2,0
"IL18RAP__X3.hydroxy.3.methylglutarate",2,0
"IL18RAP__X4.Guanidinobutanoic.acid",2,0
"IL18RAP__X5.oxoproline",2,0
"IL18RAP__xanthine",1,0
"IL1F10__Spermidine",1,0
"IL1R1__creatinine",8,0
"IL1R1__Kynurenic.acid",1,0
"IL1RAP__gamma.glu.cys",1,0
"IL1RAPL2__Kynurenic.acid",2,0
"IL1RAPL2__sorbitol",1,0
"IL1RL2__citric.acid",1,0
"IL20__inosine",1,0
"IL20RB__cysteine",1,0
"IL20RB__porphobilinogen",4,0
"IL21__porphobilinogen",1,0
"IL23A__porphobilinogen",2,0
"IL23A__X.p.Hydroxyphenyl.lactic.acid",4,0
"IL26__gamma.glu.cys",1,0
"IL2RB__gamma.glu.cys",2,0
"IL2RB__X.4271",0,2
"IL36A__Kynurenic.acid",1,0
"IL6__porphobilinogen",1,0
"IL7__taurine",1,0
"IL7R__guanine",0,1
"IL9__tyrosine",1,0
"ILDR2__L.alpha.glycerophosphorylcholine",1,0
"ILDR2__porphobilinogen",1,0
"ILDR2__sn.Glycerol.3.phosphate",2,0
"ILF3.AS1__porphobilinogen",8,0
"IMMP2L__L.alpha.glycerophosphorylcholine",1,0
"IMMP2L__sn.Glycerol.3.phosphate",4,0
"IMMT__succinate",1,0
"IMPA1__gamma.glu.cys",2,0
"IMPA1__Kynurenic.acid",1,0
"IMPG2__creatinine",10,0
"IMPG2__porphobilinogen",2,0
"INADL__porphobilinogen",1,0
"ING3__tetradecanoic.acid",1,0
"ING3__X.4238",0,1
"ING4__porphobilinogen",4,0
"INHBB__porphobilinogen",1,0
"INIP__gamma.L.glutamyl.L.glutamine",1,0
"INPP5F__citric.acid",0,2
"INS__porphobilinogen",1,0
"INSC__tyrosine",1,0
"INSIG2__guanine",1,0
"INSIG2__porphobilinogen",1,0
"INSL3__porphobilinogen",12,0
"INSM1__gamma.glu.cys",1,0
"INTS7__uracil",1,0
"IPO5P1__Kynurenic.acid",1,0
"IPO5P1__N.5...aminocarbonyl..L.ornithine",1,0
"IPO7__porphobilinogen",13,0
"IPO8__L.alpha.glycerophosphorylcholine",1,0
"IQCA1__cysteine",2,0
"IQCB1__porphobilinogen",4,0
"IQCF2__porphobilinogen",1,0
"IRAK4__inosine",1,0
"IRF2__S.adenosyl.l.homocysteine",1,0
"IRF2__sn.Glycerol.3.phosphate",3,0
"IRF7__tyrosine",1,0
"IRF9__porphobilinogen",1,0
"IRS1__L.alpha.glycerophosphorylcholine",1,0
"IRS4__sn.Glycerol.3.phosphate",1,0
"IRS4__X.4238",0,1
"IRX2__porphobilinogen",1,0
"ISCA2__DL.cystathionine",1,0
"ISG15__creatinine",1,0
"ISLR__creatinine",1,0
"IST1__porphobilinogen",5,0
"ISY1__L.alpha.glycerophosphorylcholine",1,0
"ITGA11__porphobilinogen",12,0
"ITGA2__X.p.Hydroxyphenyl.lactic.acid",1,0
"ITGA5__L.alpha.glycerophosphorylcholine",1,0
"ITGA6__creatinine",1,0
"ITGA7__citric.acid",1,0
"ITGAM__taurine",1,0
"ITGB3__guanosine",1,0
"ITGB3BP__N.5...aminocarbonyl..L.ornithine",1,0
"ITGB4__L.alpha.glycerophosphorylcholine",2,0
"ITGB5__L.alpha.glycerophosphorylcholine",2,0
"ITGB5__sn.Glycerol.3.phosphate",1,0
"ITGB7__hypoxanthine",1,0
"ITPRIP__porphobilinogen",3,0
"JADE3__gamma.glu.cys",3,0
"JADE3__Kynurenic.acid",2,0
"JAK3__gamma.glu.cys",1,0
"JARID2__gamma.glu.cys",3,0
"JARID2.AS1__porphobilinogen",3,0
"JRKL__N.5...aminocarbonyl..L.ornithine",1,0
"JRKL__porphobilinogen",10,0
"KANK3__tetradecanoic.acid",1,0
"KANK4__pyridoxal",13,0
"KANSL1.AS1__X.3955",0,1
"KARS__guanosine",1,0
"KAT7__creatinine",1,0
"KCNAB3__sn.Glycerol.3.phosphate",9,0
"KCND2__X5.oxoproline",1,0
"KCNE4__porphobilinogen",7,0
"KCNG2__cysteine",1,0
"KCNH1__S.adenosyl.l.homocysteine",1,0
"KCNH5__gamma.glu.cys",1,0
"KCNIP2.AS1__asparagine",1,0
"KCNIP2.AS1__citric.acid",1,0
"KCNIP2.AS1__glyceraldehyde",1,0
"KCNIP2.AS1__guanine",1,0
"KCNIP2.AS1__guanosine.5...monophosphate",1,0
"KCNIP2.AS1__n.hexadecanoic.acid",1,0
"KCNIP2.AS1__phenylalanine",1,0
"KCNIP2.AS1__porphobilinogen",9,0
"KCNIP2.AS1__serine",1,0
"KCNIP2.AS1__tetradecanoic.acid",1,0
"KCNIP2.AS1__trans.4.hydroxyproline",1,0
"KCNIP2.AS1__valine",1,0
"KCNIP2.AS1__xanthine",1,0
"KCNJ14__X.4238",0,1
"KCNJ6__caffeine",1,0
"KCNK1__succinate",2,0
"KCNK13__citric.acid",1,0
"KCNK13__L.alpha.glycerophosphorylcholine",1,0
"KCNK13__succinate",1,0
"KCNMB1__porphobilinogen",1,0
"KCNN4__gamma.glu.cys",2,0
"KCNQ1__porphobilinogen",1,0
"KCNQ1__uracil",1,0
"KCNQ1OT1__sn.Glycerol.3.phosphate",1,0
"KCNQ5__X2..deoxyuridine.5..triphosphate",0,1
"KCNS3__gamma.glu.cys",1,0
"KCNS3__Kynurenic.acid",2,0
"KCP__gamma.glu.cys",2,0
"KCTD13__porphobilinogen",6,0
"KCTD21__tyrosine",1,0
"KCTD3__L.alpha.glycerophosphorylcholine",1,0
"KCTD4__porphobilinogen",1,0
"KDELR1__X2..deoxyuridine.5..triphosphate",0,1
"KDELR2__L.alpha.glycerophosphorylcholine",3,0
"KDM1B__Kynurenic.acid",5,0
"KDM4A__L.alpha.glycerophosphorylcholine",1,0
"KHDRBS1__oxitryptan",1,0
"KHDRBS1__porphobilinogen",1,0
"KHDRBS2__sorbitol",1,0
"KIAA0040__guanine",1,0
"KIAA0040__L.alpha.glycerophosphorylcholine",1,0
"KIAA0101__porphobilinogen",3,0
"KIAA0319__porphobilinogen",5,0
"KIAA0430__porphobilinogen",1,0
"KIAA0509__L.alpha.glycerophosphorylcholine",1,0
"KIAA1107__caffeine",1,0
"KIAA1191__S.adenosyl.l.homocysteine",1,0
"KIAA1324__ethylmalonic.acid",3,0
"KIAA1407__creatinine",1,0
"KIAA1549L__porphobilinogen",1,0
"KIAA1586__citric.acid",1,0
"KIDINS220__cysteine",1,0
"KIF14__porphobilinogen",5,0
"KIF1A__oxitryptan",1,0
"KIF22__guanosine",1,0
"KIF3B__L.alpha.glycerophosphorylcholine",1,0
"KIF3C__X.4238",0,1
"KIFAP3__phosphoenolpyruvate",2,0
"KIFC2__porphobilinogen",11,0
"KIFC3__porphobilinogen",6,0
"KIR2DL5A__X.4271",0,1
"KIR2DS5__X.4271",0,1
"KIR3DL3__gamma.glu.cys",2,0
"KITLG__cysteine",1,0
"KITLG__L.alpha.glycerophosphorylcholine",1,0
"KLC1__porphobilinogen",7,0
"KLC3__guanine",1,0
"KLC3__tyrosine",1,0
"KLF11__X.4238",0,2
"KLF13__X.4238",0,2
"KLF3.AS1__tyrosine",1,0
"KLF5__cysteine",2,0
"KLF6__porphobilinogen",1,0
"KLF8__porphobilinogen",10,0
"KLHDC10__tyrosine",1,0
"KLHDC7B__porphobilinogen",1,0
"KLHDC8A__X.4238",0,1
"KLHDC9__sn.Glycerol.3.phosphate",1,0
"KLHL1__porphobilinogen",1,0
"KLHL13__succinate",1,0
"KLHL20__porphobilinogen",5,0
"KLHL4__porphobilinogen",2,0
"KLHL7__guanine",1,0
"KLK13__X.4238",0,1
"KLK5__pyridoxal",2,0
"KLRAP1__X.4238",0,3
"KLRB1__tetradecanoic.acid",1,0
"KLRC4__L.alpha.glycerophosphorylcholine",2,0
"KLRC4__sn.Glycerol.3.phosphate",3,0
"KLRG2__guanine",1,0
"KMT2E__porphobilinogen",8,0
"KMT2E.AS1__guanine",1,0
"KPNA2__porphobilinogen",1,0
"KRAS__porphobilinogen",2,0
"KRT13__Kynurenic.acid",1,0
"KRT13__X.4238",0,1
"KRT15__tetradecanoic.acid",1,0
"KRT16__citric.acid",1,0
"KRT18__guanine",1,0
"KRT27__porphobilinogen",4,0
"KRT32__inosine",1,0
"KRT37__gamma.glu.cys",2,0
"KRT76__tyrosine",1,0
"KRT81__porphobilinogen",6,0
"KRTAP4.11__porphobilinogen",1,0
"KRTAP4.8__porphobilinogen",6,0
"KRTAP5.8__gamma.glu.cys",2,0
"L2HGDH__succinate",2,0
"LAG3__N.acetylneuraminic.acid",0,1
"LAGE3__porphobilinogen",1,0
"LAMA1__porphobilinogen",6,0
"LAMA4__guanosine",1,0
"LAMA5__creatinine",1,0
"LAMB1__L.alpha.glycerophosphorylcholine",2,0
"LAMB1__porphobilinogen",1,0
"LAMB1__sn.Glycerol.3.phosphate",3,0
"LAMC1__gamma.glu.cys",2,0
"LAMP5__L.alpha.glycerophosphorylcholine",2,0
"LANCL3__sn.Glycerol.3.phosphate",1,0
"LARGE__Kynurenic.acid",1,0
"LARP1__porphobilinogen",12,0
"LARP6__porphobilinogen",6,0
"LARP6__sn.Glycerol.3.phosphate",1,0
"LARS2__gamma.glu.cys",1,0
"LAT2__guanine",1,0
"LBX1.AS1__inosine",1,0
"LBX2.AS1__guanosine",1,0
"LCAT__X2..deoxyuridine.5..triphosphate",0,1
"LCE2B__Spermidine",1,0
"LCK__succinate",1,0
"LCN12__Spermidine",2,0
"LCP1__hypoxanthine",27,0
"LCP1__Kynurenic.acid",2,0
"LEFTY2__phenylalanine",1,0
"LEMD1__gamma.glu.cys",1,0
"LEP__uracil",1,0
"LETMD1__citric.acid",1,0
"LGALS12__porphobilinogen",11,0
"LGALS3BP__L.alpha.glycerophosphorylcholine",1,0
"LGI1__glutamine",1,0
"LGI3__X.3806",0,1
"LGMN__X.4271",0,1
"LGR5__X.p.Hydroxyphenyl.lactic.acid",1,0
"LGSN__porphobilinogen",1,0
