"","pathwayName","pathwayId","pathwaySource","Pval_Metab","Num_In_Path_Metab","Total_In_Path_Metab","Pval_Gene","Num_In_Path_Gene","Total_In_Path_Gene","Pval_combined","Pval_combined_FDR","Pval_combined_Holm","analytes","cluster_assignment"
"2618","O-linked glycosylation","WP3315","wiki",NA,NA,NA,6.53543394782922e-08,60,114,6.53543394782922e-08,1.00044794556817e-06,0.000197435459563921,"ADAMTS2;OR2A7;MUC12;MUC1;MUC16;MUC2;MUC20;MUC21;MUC3A;MUC4;CFP;CHST4;DAG1;B3GNT1;B3GNT2;B3GNT4;B3GNT5;B3GNT8;B3GNT9;B3GNTL1;B4GALT6;B3GALNT2;C1GALT1;C1GALT1C1;ADAMTS14;ADAMTS16; OR2A7;ADAMTS17;ADAMTS2;ADAMTS20;ADAMTS5;ADAMTS6;ADAMTS8;ADAMTSL2;ADAMTSL4;ADAMTS1;ADAMTS12;ADAMTS13;GCNT1;GCNT3;GALNT11;GALNT12;GALNT13;GALNT3;GALNT4;GALNT5;GALNT6;GALNT9;GALNTL1;GALNTL6;KCNA6;POMGNT1;POMT1;SPON1;SPON2;ST3GAL1;ST3GAL2;ST3GAL3;ST3GAL4;ST6GALNAC3;THBS1;THSD1;THSD7A","64"
"2622","Thyroid hormones production and peripheral downstream signaling effects","WP4746","wiki",0.0438216778073814,2,25,1.52055152038087e-09,55,94,6.66331188156543e-11,3.36289021522755e-09,2.11027087289177e-07,"1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:1(9Z)/18:2(9Z,12Z)/0:0);TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DAG; DG(16:0/16:0/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/16:1(9Z)/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/18:0/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/18:2(9Z,12Z)/0:0);TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));ATF2;AQP7;ADCY3;ADRB3;AKT1S1;AKT3;AGRP;CASP9;BAD;DUOXA2;DIO1;DIO3;PLCB1;PNPLA2;KLB;NOTCH1;NPR1;NPY;ATF2;MAPK14;MGLL;MLST8;MDM2;MC4R;PIK3CA;PAX8;ITGB3;ITGAV;KDM3B;GRB2;GSK3B;HRAS;THRA;THRB;TBC1D4;SRC;SOS1;TP53;TPO;TSC1;TSC2;TSHR;TTF2;UCP1;WNT4;ZNF516;POMC;PPARGC1A;RHEB;PRKG2;SLC16A10;SLC16A2;SHH;SECISBP2L;SOS1;RPS6KA6;RPTOR","Unclustered"
"2624","Regulation of apoptosis","WP1896","wiki",NA,NA,NA,6.63450967922358e-10,37,53,6.63450967922358e-10,2.00275385643852e-08,2.07328427475737e-06,"OMA1;OPA1;PSMD9;RPS27A;PSMA5;PSMA7;PSMB1;PSMA1;PSMA2;PSMB10;PSMB11;PSMB4;PSMB5;PSMA3;PSMA4;PSMB2;PSMB3;PSMD4;PSMD6;PSMB9;PSMC2;PSMC3;PSMC4;PSMC5;PSMB6;PSMB7;PSMD14;PSMD3;PSMD11;PSMD13;PSMD1;PSMD10;PSMD9;PSME3;PSMD7;PSMD8;PSMF1;ARHGAP10","170,172,233,320,580,618"
"2631","Hedgehog 'off' state","WP3316","wiki",NA,NA,NA,4.24022033600271e-12,62,100,4.24022033600271e-12,4.02820931920258e-10,1.35559844142007e-08,"KIF7;MKS1;OFD1;PSMD9;ADCY9;GLI1;GLI2;GNAS;GSK3B;IFT140;IFT172;IFT57;ITCH;PSMF1;PSMD9;PSME3;PSMD7;PSMD8;PSMA3;PSMA4;PSMA5;PSMA7;PSMB4;PSMB5;PSMB2;PSMB3;PSMB1;PSMB10;PSMB11;PSMA1;PSMA2;PSMC3;PSMC4;PSMC5;PSMD1;PSMD10;PSMB9;PSMC2;PSMD14;PSMD3;PSMD11;PSMD13;PSMD4;PSMD6;PSMB6;PSMB7;RPS27A;PRKACB;PRKACG;PRKAR1B;PRKAR2A;PRKAR2B;WDR19;WDR35;SUFU;TTC21B;BTRC;ADCY10;ADCY2;ADCY3;ADCY7;ADCY9;CSNK1A1;CUL1","234"
"2641","Thermogenesis","WP4321","wiki",0.0470733011713131,2,26,1.21829561274429e-07,57,108,5.73491962944016e-09,1.17985926134342e-07,1.7629142940899e-05,"TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DAG; DG(16:0/16:0/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/16:1(9Z)/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/18:0/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/18:2(9Z,12Z)/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:1(9Z)/18:2(9Z,12Z)/0:0);ARID1B;ATF2;CNR1;CPT1B;CPT1C;CPT2;CREB3L1;CREB3L3;CREB5;BMP8A;ACSL4;ADCY10;ADCY2;ADCY3;ADCY7;AKT1S1;ADCY9;ADRB3;ACTB;ACTL6A;PRKG1;PRKG2;PPARGC1A;PRKAA2;PRKAB1;PRKAB2;PRKACB;PRKACG;RPS6KA2;RPS6KA6;RPS6KB2;RPTOR;SOS1;RHEB;TSC1;TSC2;UCP1;SOS1;SMARCB1;SMARCC1;SMARCD1;SMARCD2;SMARCD3;SMARCE1;ZNF516;HRAS;GRB2;GNAS;GCG;KDM3B;ADCY9;ATF2;MGLL;MAPK13;MLST8;MAPK14;NPR1;KLB;LIPE;PNPLA2","Unclustered"
"2645","Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway","WP4577","wiki",0.268832301708205,1,23,6.4902201507703e-06,27,44,1.74478082172455e-06,1.66734972016873e-05,0.00504765091724914,"N-(dodecanoyl)-sphing-4-enine-1-phosphocholine; SM(d18:1/20:0); SPHM;WDR45;WIPI2;ULK1;SPTLC1;TSC1;TSC2;OR52D1;PIK3R4;PLA2G6;PANK2;PIK3C3;MLST8;COASY;ATG10;ATG2A;ATG3;ATG4A;ATG5;ATP13A2;ACACA;AKT1S1;BECN1;RHEB;RB1CC1;RPTOR;GTPBP2;FTL","Unclustered"
"2650","Proteasome degradation","WP183","wiki",NA,NA,NA,7.81635085387373e-08,39,64,7.81635085387373e-08,1.137243840451e-06,0.000235350324210138,"PSMD9;HLA-B;UCHL3;UBE2D2;UBE2D3;PSMD9;PSME3;PSMD7;PSMD8;PSMA5;PSMA7;PSMB1;PSMB10;PSMA1;PSMA2;PSMB4;PSMB5;PSMA3;PSMA4;PSMB2;PSMB3;RPN2;PSMD3;PSMD4;PSMD6;PSMD1;PSMD10;PSMC3;PSMC4;PSMC5;PSMB6;PSMB7;PSMB9;PSMC2;PSMD11;PSMD13;HLA-F;IFNG;HIST1H2AB; HIST1H2AE;H2AFX","Unclustered"
"2655","Brain-derived neurotrophic factor (BDNF) signaling pathway","WP2380","wiki",0.0656374039224509,1,5,1.78806119084164e-07,68,137,1.17363694621332e-08,2.21686978729182e-07,3.59132905541275e-05,"1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:1(9Z)/18:2(9Z,12Z)/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DAG; DG(16:0/16:0/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/16:1(9Z)/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/18:0/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/18:2(9Z,12Z)/0:0);RAP1A;RASGRF1;RELA;PPP2CA;PRKAA2;SH2B2;SHC2;PTK2B;PTPN11;RAC1;BDNF;BAD;CAMK2A;CAMK4;CASP3;ACACB;APC;DOK5;CFL1;CDK5R1;CHUK;CRTC1;CNR1;NTRK1;MAPK14;MAPK7;MAPK9;MAPK10;MEF2A;NCK1;NCK2;NCAM1;NFATC4;NGFR;MEF2C;LINGO1;MAP2K2;MAP2K5;PIK3R1;PDPK1;PLCG1;TRAF6;TSC2;SRC;SORT1;SQSTM1;STAT1;STAT3;TIAM1;SYN1;VAV2;VAV3;IKBKG;KCNA3;JAK2;IRS1;IRS2;KCNN2;KIDINS220;HRAS;IKBKB;GABRB3;FRS3;GSK3B;GRB2;GRIA3;ELK1;EIF4EBP1","Unclustered"
"2659","Protein folding","WP1892","wiki",NA,NA,NA,1.72116369429191e-05,48,98,1.72116369429191e-05,0.000119299543617229,0.0476073877841142,"SKIV2L;RGS6;HDAC3;GNAI1;GNAI2;GNAO1;GNAT1;GNAT2;GNB3;GNB4;GBA;GNG7;GAPDHS;GNG10;GNG13;GNG3;GNG4;KIF13A;FBXL3;FBXW10;FBXW7;FKBP9;VBP1;TBCA;TBCB;TBCC;TBCD;TP53;TUBA8;TUBB2B;TUBB2C;TUBB6;STAT3;TUBB6;OR4X1;LONP2;OR4X1; PFDN1;PFDN4;PFDN5;CSNK2B;ARL2;AP3M1;ACTB;CCT2;CCT3;CCT4;CCT6A;CCT6B;CCT7;CCT8","555"
"2660","Plasma lipoprotein assembly, remodeling, and clearance","WP4129","wiki",0.00257517457255066,3,21,9.69657393976386e-06,38,71,2.49703706505373e-08,4.20074464589767e-07,7.58849564069827e-05,"TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:1(9Z)/18:2(9Z,12Z)/0:0);CE(18:0);CE(18:3(9Z,12Z,15Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DAG; DG(16:0/16:0/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/16:1(9Z)/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/18:0/0:0);1-octadecanoyl-2-hexadecanoyl-sn-glycerol; DG(16:0/18:2(9Z,12Z)/0:0);TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));CE(20:4(5Z,8Z,11Z,14Z));CE(22:4(7Z,10Z,13Z,16Z));CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z));AP2M1;AP2S1;APOA1;APOA2;APOA4;APOA5;APOC1;APOC3;APOC4;APOE;APOF;AP2A1;AP2A2;AMN;BMP1;CREB3L3;CUBN;P4HB;PCSK5;NR1H2;NR1H2;NPC2;MTTP;LDLR;LDLRAP1;LPA;LPL;LIPG;LSR;MBTPS1;GPIHBP1;FURIN;HDLBP;PRKACB;PRKACG;SCARB1;VLDLR;SOAT1;SOAT2","176"
"2664","Signaling by EGFR","WP1910","wiki",NA,NA,NA,2.9565835658711e-06,28,45,2.9565835658711e-06,2.59504481460969e-05,0.00846765533265484,"SPRY1;SRC;SOS1;STAM;STAM2;PIK3R1;PAG1;PIK3CA;LRIG1;PLCG1;SH3GL1;SH3GL3;SH3KBP1;PTPN11;PTPN12;PTPN3;PXN;RPS27A;SOS1;CSK;CDC37;ADAM12;GAB1;HRAS;HSP90AA1;EPN1;EPS15;GRB2;HGS","178"
"2665","RNA Polymerase I Transcription","WP4074","wiki",NA,NA,NA,1.48571676541832e-10,51,81,1.48571676541832e-10,6.23229240558592e-09,4.68595067812937e-07,"UBTF;TAF1B;TAF1D;TWISTNB;ZNRD1;HIST1H4A;HIST3H2BB;HIST1H2AD;HIST1H2BB;HIST1H2BE;HIST1H2BE;HIST1H2BJ;HIST1H2BK;HIST1H4A;HIST1H4A;HIST1H4A;HIST1H2BM;HIST1H2BO;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H3A;HIST2H2AC;HIST2H2BE;HIST2H3C;HIST1H2BE;HIST1H2BE;HIST1H2BH;ERCC2;ERCC3;GTF2H4;GTF2H5;H2AFB1;H2AFJ;HIST1H2AB; HIST1H2AE;HDAC1;H2AFX;GTF2H1;GTF2H2;GTF2H3;KAT2A;GATAD2A;GATAD2B;POLR2H;POLR2H;POLR2K;POLR2F;POLR1B;POLR1C;POLR1E;MTA1;MTA2;MTA3;MBD3;CDK7;CHD3;CCNH;CBX3;RRN3;RBBP4;POLR2L","122,333"
"2668","Oxidative Stress Induced Senescence","WP3404","wiki",NA,NA,NA,3.13488640134786e-09,54,93,3.13488640134786e-09,7.44535520320117e-08,9.70247341217163e-06,"MAP2K6;MAPK10;MOV10;MDM2;MDM4;MINK1;MAPK14;MAPK9;MAPKAPK2;MAPKAPK5;PHC1;PHC2;PHC3;MAP2K4;FOS;H2AFB1;H2AFJ;H2AFX;HIST1H2AB; HIST1H2AE;E2F1;E2F3;EED;EZH2;HIST1H4A;HIST1H4A;HIST1H4A;HIST1H2BJ;HIST1H2BK;HIST1H2BM;HIST1H2BE;HIST1H2BE;HIST1H2BH;HIST1H2BE;HIST1H2BO;HIST1H3A;HIST1H3A;HIST2H2AC;HIST2H2BE;HIST2H3C;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H2AD;HIST1H2BB;HIST1H2BE;HIST1H4A;HIST3H2BB;TNIK;TNRC6C;TXN;TP53;BMI1;CBX2;CBX4;CBX6;CDKN2A;CDKN2B;CDKN2C;CDKN2D;CDK4;RBBP4;RNF2;RPS27A;SCMH1","329"
"2670","PTEN Regulation","WP4047","wiki",0.138852259375661,1,11,1.56258780784896e-09,74,140,2.1696884759269e-10,8.44348647860709e-09,6.83017932221788e-07,"13(S')-HODE; 13-HODE; 13R-hydroxy-9Z,11E-octadecadienoic acid;STUB1;TRIM27;TNRC6C;TP53;USP7;XIAP;USP13;PSMD9;ATF2;MOV10;MLST8;MBD3;NR2E1;PHC1;PHC2;PHC3;MTA1;MTA2;MTA3;AKT2;AKT3;CBX2;CBX4;CBX6;CHD3;BMI1;CSNK2B;ATF2;EZH2;EED;EGR1;HDAC1;GATAD2A;GATAD2B;PSMB2;PSMB3;PSMB1;PSMB10;PSMB11;PSMA5;PSMA7;PSMA3;PSMA4;PSMA1;PSMA2;PSMB4;PSMB5;PSMD11;PSMD13;PSMC5;PSMD1;PSMD10;PSMD14;PSMD3;PSMD4;PSMD6;PSMB9;PSMC2;PSMC3;PSMC4;PSMB6;PSMB7;PSMF1;PSMD9;PSME3;PSMD7;PSMD8;RNF146;RNF2;REST;RHEB;RBBP4;RPS27A;SCMH1;RPTOR;RRAGC","256"
"2671","ROS and RNS production in phagocytes","WP3551","wiki",0.387995801989244,1,36,1.3916194299908e-05,22,34,5.39942496803096e-06,4.38194538862814e-05,0.0152965709344317,"Citrulline;CYBA;CYBB;ATP6V1E1;ATP6V1E2;ATP6V1G1;ATP6V1G2;ATP6V1G3;ATP6V0A1;ATP6V0A2;ATP6V0A4;ATP6V0B;ATP6V0D1;ATP6V0D2;ATP6V1B1;ATP6V1D;TCIRG1;NOS1;NOS2;NOS3;HVCN1;RAC2;SLC11A1","57"
"2673","Regulation of lipid metabolism by PPARalpha","WP2797","wiki",0.184510724933193,1,15,6.54365636250245e-12,70,119,1.20737477915903e-12,1.69356195055303e-10,3.87446566632132e-09,"13(S')-HODE; 13-HODE; 13R-hydroxy-9Z,11E-octadecadienoic acid;PLIN2;NR1H2;OR2T4;CYP7A1;NPAS2;NR1H2;NRF1;MED26;MED27;MED28;MED29;MED30;MED4;MED7;MED8;MED9;ME1;MED1;MED10;MED11;MED12;MED13;MED13L;MED16;MED17; OR6N2;MED18;MED19;MED21;MED23;MED24; OR2T4;MED25;NCOA2;NCOA3;NCOA6;NCOR2;NFYA;NFYB;NFYC;SREBF1;SP1;SMARCD3;UGT1A9;TRIB3;TNFRSF21;TGS1;SULT2A1;TIAM2;TBL1XR1;APOA1;APOA2;ARNT2;APOA5;ANKRD1;CPT2;CREBBP;ABCB4;ACADM;AGT;CDK8;CD36;CCNC;CYP4A11;SIN3A;SIN3B;PPARGC1A;PPARGC1B;RXRB;HDAC3;G0S2;GPS2;HMGCS1;HMGCS2","360"
"2692","Matrix metalloproteinases","WP129","wiki",NA,NA,NA,1.32471869430047e-06,22,31,1.32471869430047e-06,1.32194756696028e-05,0.00385228196302577,"TNF;TIMP1;TIMP2;TIMP3;TIMP4;OR10H4;BSG;MMP23A;MMP23B;MMP24;MMP25;MMP26;MMP3;MMP8;MMP1;MMP10;MMP11;MMP13;MMP14;MMP15;MMP2;MMP20;MMP25","Unclustered"
"2701","Glucose homeostasis","WP661","wiki",2.01274995741317e-07,6,21,NA,NA,NA,2.01274995741317e-07,2.63205763661722e-06,0.000600604587292089,"Citrulline;N-(3alpha,7alpha-dihydroxy-5beta-cholan-24-oyl)-taurine; Taurochenodesoxycholic acid; TCDCA;L-Tyrosine;Histidine; L-Histidine;Ornithine;Chenodeoxycholic acid glycine conjugate; GCDCA","Unclustered"
"2709","Cellular response to hypoxia","WP2727","wiki",NA,NA,NA,4.02817521242424e-09,46,75,4.02817521242424e-09,8.85102444634714e-08,1.24269205303288e-05,"PSMA5;PSMA7;PSMB4;PSMB5;PSMA1;PSMA2;PSMB2;PSMB3;PSMB1;PSMB10;PSMB11;PSMA3;PSMA4;RPS27A;PSMD9;PSME3;PSMD7;PSMD8;PSMF1;PSMD14;PSMD3;PSMD4;PSMD6;PSMD11;PSMD13;PSMB6;PSMB7;PSMC3;PSMC4;PSMC5;PSMD1;PSMD10;PSMB9;PSMC2;VEGFA;VHL;UBE2D2;UBE2D3;WTIP;CITED2;CUL2;CREBBP;HIF3A;HIGD1A;EGLN2; OR2T12;LIMD1;PSMD9","170,319,320"
"2711","Platelet homeostasis","WP1885","wiki",0.00593783751563534,3,28,4.65111025365013e-05,40,80,2.761753695348e-07,3.47825613784159e-06,0.000821621724366031,"Citrulline;TG(16:0/16:0/16:1(9Z));TG(16:0/16:0/18:1(9Z));TG(16:0/16:0/18:2(9Z,12Z));TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/16:1(9Z)/18:1(9Z));TG(16:1(9Z)/16:1(9Z)/18:2(9Z,12Z));TG(16:1(9Z)/16:1(9Z)/20:4(5Z,8Z,11Z,14Z));TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));TG(16:0/18:0/18:1(9Z));TG(16:0/18:0/18:2(9Z,12Z));TG(16:0/16:1(9Z)/18:1(9Z));TG(16:0/18:1(9Z)/18:2(9Z,12Z));TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z));CE(20:4(5Z,8Z,11Z,14Z));CE(22:4(7Z,10Z,13Z,16Z));CE(22:6(4Z,7Z,10Z,13Z,16Z,19Z));CE(18:0);CE(18:3(9Z,12Z,15Z));ATP2A2;ATP2A3;ATP2B2;ATP2B3;ATP2A1;CALM1;CALM1;PRKG1;PRKG2;PTPN11;PTGIR;PPP2R5B;PPP2CA;PPP2CB;PPP2R1B;PPP2R5A;MAPK14;NOS2;NOS3;NOS1;MRVI1;P2RX3;P2RX4;P2RX5;P2RX6;ATP2A1;PTGIR;ORAI1;ITPR1;ITPR3;KCNMB4;GUCY1A3;GNG10;GNG13;GNG3;GNG4;GNG7;GNAS;GNB3;GNB4;STIM1;SRI;TRPC3","82"
"2715","DNA Replication Pre-Initiation","WP4461","wiki",NA,NA,NA,2.58919583049793e-11,54,85,2.58919583049793e-11,1.60206658375252e-09,8.23105354515292e-08,"POLE3;POLE4;POLA1;POLA2;CDT1;PSMD9;MCM8;MCM10;MCM2;MCM5;MCM6;MCM7;PRIM1;PSMD9;PSME3;PSMD7;PSMD8;PSMF1;PSMB2;PSMB3;PSMA5;PSMA7;PSMA3;PSMA4;PSMA1;PSMA2;PSMB4;PSMB5;PSMB1;PSMB10;PSMB11;RPS27A;PSMD10;PSMD11;PSMD13;PSMC5;PSMD1;PSMB9;PSMC2;PSMD14;PSMD3;PSMC3;PSMC4;PSMD4;PSMD6;PSMB6;PSMB7;RPA2;RPA3;E2F1;E2F3;GMNN;CDT1;CDK2;CDC6;CDC7","170,579,672"
"2717","Post-translational protein phosphorylation","WP4110","wiki",NA,NA,NA,2.2700344442897e-07,56,107,2.2700344442897e-07,2.89810721543705e-06,0.000676243260953902,"KTN1;LAMB2;LTBP1;LAMC1;P4HB;PDIA6;PENK;MATN3;MBTPS1;MEPE;MFGE8;MGAT4A;MIA3;MSLN;PNPLA2;TNC;TIMP1;TF;STC2;SPARCL1;SPP2;DMP1;SCG2;SCG3;SDC2;SHISA5;SERPINA1;SERPINA10;SERPIND1;QSOX1;PRKCSH;RCN1;ITIH2;FUCA2;FN1;FGG;GAS6;FAM20A;IGFBP3;IGFBP4;IGFBP5;HRC;AFP;APOA2;APOA5;APOE;APOL1;AMBN;AMTN;APLP2;APOA1;CHGB;CYR61;DMP1;DNAJC3;BMP15;BMP4","521"
"2727","NoRC negatively regulates rRNA expression","WP3305","wiki",NA,NA,NA,2.24626541883569e-10,48,75,2.24626541883569e-10,8.48428406615179e-09,7.06899727307592e-07,"SMARCA5;ZNRD1;SUDS3;TAF1B;TAF1D;TWISTNB;UBTF;BAZ2A;CDK7;CCNH;POLR2L;SAP130;SAP18;SAP30BP;SIN3A;SIN3B;HIST1H4A;HIST1H4A;HIST1H4A;HIST1H2AD;HIST1H2BB;HIST1H2BE;HIST1H2BO;HIST1H3A;HIST1H3A;HIST2H2AC;HIST2H2BE;HIST2H3C;HIST1H2BJ;HIST1H2BK;HIST1H2BM;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H3A;HIST1H2BE;HIST1H2BE;HIST1H2BH;HIST1H2BE;ERCC2;ERCC3;HIST1H4A;HIST3H2BB;H2AFX;GTF2H4;GTF2H5;H2AFB1;H2AFJ;HIST1H2AB; HIST1H2AE;GTF2H1;GTF2H2;GTF2H3;HDAC1;POLR2H;POLR1B;POLR1C;POLR1E;POLR2H;POLR2K;POLR2F","122,123"
"2730","One-carbon metabolism and related pathways","WP3940","wiki",0.0182459655806641,3,42,0.000952767702631491,26,52,1.73841667085826e-05,0.000119997848886968,0.0480498367825224,"Glycine;L-Serine; Serine;N-(3alpha,7alpha-dihydroxy-5beta-cholan-24-oyl)-taurine; Taurochenodesoxycholic acid; TCDCA;SHMT1;CEPT1;CHDH;CHKB;CDO1;AHCYL1;BCAT2;BHMT2;BAAT;DNMT3A;DHFRL1;CTH;MAT1A;MAT2A;BAAT;PLD1;PCYT2;MTR;TYMS;GPX2;GPX3;GPX5;GPX7;GCLC;GAD2;ETNK1;GSS","Unclustered"
"2736","Transcriptional regulation by RUNX3","WP4107","wiki",NA,NA,NA,3.50061436060765e-10,57,96,3.50061436060765e-10,1.20287067923007e-08,1.09849278635868e-06,"NOTCH1;MDM2;MAML3;PSMD9;TCF7;YAP1;ZFHX3;WWTR1;TP53;SRC;SNW1;TCF7;TEAD2;TEAD3;TEAD4;CREBBP;CCND1;CDKN1A;CDKN2A;BCL2L11;PSMF1;PSMD9;PSME3;PSMD7;PSMD8;SMAD3;SMAD4;RPS27A;JAG1;PSMC3;PSMC4;PSMB6;PSMB7;PSMB9;PSMC2;PSMD10;PSMD11;PSMD13;PSMC5;PSMD1;PSMD14;PSMD3;PSMD4;PSMD6;RORC;PSMA5;PSMA7;PSMB1;PSMB10;PSMB2;PSMB3;PSMB4;PSMB5;PSMA3;PSMA4;PSMA1;PSMA2;ITGA4;KAT2A","125"
"2738","MAPK6/MAPK4 signaling","WP3307","wiki",NA,NA,NA,8.74772154536548e-10,55,93,8.74772154536548e-10,2.59221473316794e-08,2.7310386664631e-06,"TNRC6C;XPO1;KALRN;HSPB1;DNAJB1;CCND3;CDC14A;CDC42EP5;PAK1;MOV10;MMP10;MMP2;MAPK4;MAPK6;MAPKAPK5;PSMD9;NCOA3;PSMD7;PSMD8;RAC1;PSMF1;PSMD9;PSME3;RAG2;RPS27A;PSMD11;PSMD13;PSMC3;PSMC4;PSMB6;PSMB7;PSMB9;PSMC2;PSMD14;PSMD3;PSMC5;PSMD1;PSMD10;PSMD4;PSMD6;SEPT7;PSMB4;PSMB5;PSMA3;PSMA4;PSMA1;PSMA2;PSMB1;PSMB10;PSMB11;PSMA5;PSMA7;PSMB2;PSMB3;PRKACB;PRKACG","246"
"2741","DNA repair pathways, full network","WP4946","wiki",NA,NA,NA,2.65091875501733e-10,67,119,2.65091875501733e-10,9.51385286522886e-09,8.32653580950943e-07,"RAD23B;RAD50;RAD52;RPA2;RPA3;REV1;RFC4;RAP1A;PRKDC;CHEK1;CDK7;DDB2;APEX1;APEX2;ATM;CCNH;BRCA2;ATR;NTHL1;NEIL2;MUTYH;NBN;PNKP;POLB;POLD1;POLD2;POLD3;POLD4;POLE3;POLE4;POLH;POLI;POLK;POLL;LIG1;PARP1;PARP2;MGMT;MLH1;MPG;MRE11A;OGG1;HMGB1;ERCC3;ERCC5;ERCC8;ERCC1;ERCC2;FANCA;FANCC;FANCD2;FANCI;GTF2H1;GTF2H2;GTF2H3;GTF2H4;GTF2H5;H2AFX;SMUG1;XRCC1;XRCC4;XRCC6;TERF2;UNG;USP1;XPA;WDR48","Unclustered"
