id,name,GENN_adjpval,GNN_adjpval,RF_adjpval,GroupLASSO_adjpval,LASSO_adjpval
GO:0033275,actin-myosin filament sliding,NA,NA,0.455549482,NA,NA
GO:0033500,carbohydrate homeostasis,NA,NA,0.593437389,NA,NA
GO:0033555,multicellular organismal response to stress,0.314238787,NA,NA,NA,NA
GO:0033559,unsaturated fatty acid metabolic process,NA,NA,0.466177009,NA,NA
GO:0033604,negative regulation of catecholamine secretion,NA,NA,0.455549482,NA,NA
GO:0033674,positive regulation of kinase activity,0.640838386,NA,0.759770631,NA,NA
GO:0033692,cellular polysaccharide biosynthetic process,NA,NA,0.523492929,NA,NA
GO:0033762,response to glucagon,NA,NA,NA,0.065423786,0.065423786
GO:0033865,nucleoside bisphosphate metabolic process,NA,NA,0.644283391,NA,NA
GO:0033866,nucleoside bisphosphate biosynthetic process,NA,NA,0.508768371,NA,NA
GO:0033875,ribonucleoside bisphosphate metabolic process,NA,NA,0.644283391,NA,NA
GO:0034030,ribonucleoside bisphosphate biosynthetic process,NA,NA,0.508768371,NA,NA
GO:0034032,purine nucleoside bisphosphate metabolic process,NA,NA,0.644283391,NA,NA
GO:0034033,purine nucleoside bisphosphate biosynthetic process,NA,NA,0.508768371,NA,NA
GO:0034067,protein localization to Golgi apparatus,NA,NA,0.470372826,NA,NA
GO:0034101,erythrocyte homeostasis,0.369996172,NA,NA,NA,NA
GO:0034103,regulation of tissue remodeling,0.320326145,NA,NA,0.087399942,0.087399942
GO:0034104,negative regulation of tissue remodeling,0.25341177,NA,NA,0.065423786,0.065423786
GO:0034109,homotypic cell-cell adhesion,0.326211321,NA,NA,NA,NA
GO:0034110,regulation of homotypic cell-cell adhesion,0.257685349,NA,NA,NA,NA
GO:0034112,positive regulation of homotypic cell-cell adhesion,0.25341177,NA,NA,NA,NA
GO:0034113,heterotypic cell-cell adhesion,NA,NA,0.516377278,NA,NA
GO:0034138,toll-like receptor 3 signaling pathway,NA,NA,0.455549482,NA,NA
GO:0034142,toll-like receptor 4 signaling pathway,NA,NA,0.486973123,NA,NA
GO:0034143,regulation of toll-like receptor 4 signaling pathway,NA,NA,0.466177009,NA,NA
GO:0034145,positive regulation of toll-like receptor 4 signaling pathway,NA,NA,0.455549482,NA,NA
GO:0034154,toll-like receptor 7 signaling pathway,NA,NA,0.455549482,NA,NA
GO:0034162,toll-like receptor 9 signaling pathway,NA,NA,0.455549482,NA,NA
GO:0034219,carbohydrate transmembrane transport,NA,NA,0.660033077,NA,NA
GO:0034243,regulation of transcription elongation by RNA polymerase II,NA,NA,0.58699852,NA,NA
GO:0034249,negative regulation of cellular amide metabolic process,0.510541711,NA,NA,NA,NA
GO:0034260,negative regulation of GTPase activity,NA,NA,0.486278811,NA,NA
GO:0034311,diol metabolic process,NA,NA,0.475292741,NA,NA
GO:0034312,diol biosynthetic process,NA,NA,0.455549482,NA,NA
GO:0034329,cell junction assembly,NA,NA,0.486973123,NA,NA
GO:0034331,cell junction maintenance,NA,NA,0.487638781,NA,NA
GO:0034332,adherens junction organization,NA,NA,0.508768371,NA,NA
GO:0034333,adherens junction assembly,NA,NA,0.455549482,NA,NA
GO:0034340,response to type I interferon,0.25341177,NA,0.573929573,0.086388491,0.086388491
GO:0034341,response to interferon-gamma,0.25341177,NA,0.670352128,0.093363772,0.093363772
GO:0034367,protein-containing complex remodeling,0.25341177,NA,NA,NA,NA
GO:0034368,protein-lipid complex remodeling,0.25341177,NA,NA,NA,NA
GO:0034369,plasma lipoprotein particle remodeling,0.25341177,NA,NA,NA,NA
GO:0034374,low-density lipoprotein particle remodeling,0.25341177,NA,NA,NA,NA
GO:0034394,protein localization to cell surface,NA,NA,0.540682238,NA,NA
GO:0034405,response to fluid shear stress,NA,NA,NA,0.071180797,0.071180797
GO:0034440,lipid oxidation,NA,NA,0.455549482,NA,NA
GO:0034453,microtubule anchoring,NA,NA,0.466177009,NA,NA
GO:0034470,ncRNA processing,NA,NA,0.906151064,NA,NA
GO:0034599,cellular response to oxidative stress,0.304048927,NA,0.63367502,NA,NA
GO:0034605,cellular response to heat,NA,NA,0.455549482,NA,NA
GO:0034612,response to tumor necrosis factor,0.25341177,NA,0.476908104,0.116029427,0.116029427
GO:0034614,cellular response to reactive oxygen species,0.25341177,NA,NA,NA,NA
GO:0034616,response to laminar fluid shear stress,NA,NA,NA,0.065423786,0.065423786
GO:0034620,cellular response to unfolded protein,0.333125029,NA,0.605416872,NA,NA
GO:0034637,cellular carbohydrate biosynthetic process,NA,NA,0.557417103,NA,NA
GO:0034644,cellular response to UV,0.25341177,NA,0.455549482,NA,NA
GO:0034655,nucleobase-containing compound catabolic process,0.605011823,NA,0.769529967,NA,NA
GO:0034764,positive regulation of transmembrane transport,NA,NA,0.572678165,NA,NA
GO:0034765,regulation of monoatomic ion transmembrane transport,NA,NA,0.639606315,NA,NA
GO:0034767,positive regulation of monoatomic ion transmembrane transport,NA,NA,0.726605285,NA,NA
GO:0034976,response to endoplasmic reticulum stress,NA,NA,0.605147632,NA,NA
GO:0035051,cardiocyte differentiation,NA,NA,0.705552991,NA,NA
GO:0035065,regulation of histone acetylation,NA,NA,0.506724572,NA,NA
GO:0035067,negative regulation of histone acetylation,NA,NA,0.455549482,NA,NA
GO:0035094,response to nicotine,NA,NA,0.455549482,NA,NA
GO:0035107,appendage morphogenesis,0.375960731,NA,0.486697273,NA,NA
GO:0035108,limb morphogenesis,0.375960731,NA,0.486697273,NA,NA
GO:0035113,embryonic appendage morphogenesis,0.34661958,NA,0.643519178,NA,NA
GO:0035136,forelimb morphogenesis,NA,NA,0.486973123,NA,NA
GO:0035137,hindlimb morphogenesis,NA,NA,0.482431655,NA,NA
GO:0035150,regulation of tube size,NA,NA,NA,0.093363772,0.093363772
GO:0035176,social behavior,NA,NA,0.506724572,NA,NA
GO:0035249,"synaptic transmission, glutamatergic",NA,NA,0.463847165,NA,NA
GO:0035264,multicellular organism growth,0.25341177,NA,NA,NA,NA
GO:0035265,organ growth,0.415018779,NA,NA,NA,NA
GO:0035296,regulation of tube diameter,NA,NA,NA,0.093363772,0.093363772
GO:0035336,long-chain fatty-acyl-CoA metabolic process,NA,NA,0.466177009,NA,NA
GO:0035337,fatty-acyl-CoA metabolic process,NA,NA,0.486973123,NA,NA
GO:0035338,long-chain fatty-acyl-CoA biosynthetic process,NA,NA,0.455549482,NA,NA
GO:0035383,thioester metabolic process,NA,NA,0.602052609,NA,NA
GO:0035384,thioester biosynthetic process,NA,NA,0.487638781,NA,NA
GO:0035418,protein localization to synapse,NA,NA,0.562182365,NA,NA
GO:0035455,response to interferon-alpha,0.098393898,NA,NA,NA,NA
GO:0035456,response to interferon-beta,0.15904193,NA,NA,NA,NA
GO:0035520,monoubiquitinated protein deubiquitination,NA,NA,0.486278811,NA,NA
GO:0035584,calcium-mediated signaling using intracellular calcium source,NA,NA,0.455549482,NA,NA
GO:0035589,G protein-coupled purinergic nucleotide receptor signaling pathway,NA,NA,0.455549482,NA,NA
GO:0035590,purinergic nucleotide receptor signaling pathway,0.256148849,NA,0.476908104,NA,NA
GO:0035592,establishment of protein localization to extracellular region,NA,NA,0.455549482,0.130288541,0.130288541
GO:0035601,protein deacylation,NA,NA,0.650410869,NA,NA
GO:0035640,exploration behavior,NA,NA,0.468792807,NA,NA
GO:0035641,locomotory exploration behavior,NA,NA,0.455549482,NA,NA
GO:0035710,"CD4-positive, alpha-beta T cell activation",0.346149523,NA,NA,NA,NA
GO:0035725,sodium ion transmembrane transport,NA,NA,0.735705457,NA,NA
GO:0035794,positive regulation of mitochondrial membrane permeability,0.1976676,NA,NA,NA,NA
GO:0035795,negative regulation of mitochondrial membrane permeability,0.25341177,NA,NA,NA,NA
GO:0035850,epithelial cell differentiation involved in kidney development,NA,NA,0.491596454,NA,NA
GO:0035886,vascular associated smooth muscle cell differentiation,NA,NA,0.486973123,NA,NA
GO:0035924,cellular response to vascular endothelial growth factor stimulus,NA,NA,0.455549482,NA,NA
GO:0035966,response to topologically incorrect protein,0.397509731,NA,0.70921587,NA,NA
GO:0035967,cellular response to topologically incorrect protein,0.34661958,NA,0.639690252,NA,NA
GO:0036075,replacement ossification,0.25341177,NA,NA,NA,NA
GO:0036109,alpha-linolenic acid metabolic process,NA,NA,0.455549482,NA,NA
GO:0036230,granulocyte activation,0.267532216,NA,NA,NA,NA
GO:0036293,response to decreased oxygen levels,0.527832888,NA,0.842604616,0.12313726,0.12313726
GO:0036294,cellular response to decreased oxygen levels,0.393879882,NA,NA,NA,NA
GO:0036303,lymph vessel morphogenesis,0.25341177,NA,NA,NA,NA
GO:0036465,synaptic vesicle recycling,NA,NA,0.455549482,NA,NA
GO:0036498,IRE1-mediated unfolded protein response,NA,NA,0.455549482,NA,NA
GO:0038034,signal transduction in absence of ligand,NA,NA,0.455549482,NA,NA
GO:0038061,NIK/NF-kappaB signaling,NA,NA,0.67338123,NA,NA
GO:0038093,Fc receptor signaling pathway,0.215070571,NA,NA,NA,NA
GO:0038094,Fc-gamma receptor signaling pathway,0.25341177,NA,NA,NA,NA
GO:0038095,Fc-epsilon receptor signaling pathway,0.25341177,NA,NA,NA,NA
GO:0038127,ERBB signaling pathway,0.356582336,NA,0.455549482,NA,NA
GO:0038128,ERBB2 signaling pathway,NA,NA,0.455549482,NA,NA
GO:0038130,ERBB4 signaling pathway,NA,NA,0.455549482,NA,NA
GO:0038179,neurotrophin signaling pathway,0.257685349,NA,NA,NA,NA
GO:0038202,TORC1 signaling,0.279514798,NA,NA,NA,NA
GO:0039529,RIG-I signaling pathway,NA,NA,0.466177009,NA,NA
GO:0039531,regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway,NA,NA,0.455549482,NA,NA
GO:0039535,regulation of RIG-I signaling pathway,NA,NA,0.455549482,NA,NA
GO:0040013,negative regulation of locomotion,0.367804224,NA,0.905279528,NA,NA
GO:0040029,epigenetic regulation of gene expression,NA,NA,0.74074101,NA,NA
GO:0042026,protein refolding,0.25341177,NA,NA,NA,NA
GO:0042058,regulation of epidermal growth factor receptor signaling pathway,0.304048927,NA,0.455549482,NA,NA
GO:0042060,wound healing,0.381804231,NA,0.767040197,NA,NA
GO:0042063,gliogenesis,NA,NA,0.851590381,NA,NA
GO:0042088,T-helper 1 type immune response,NA,NA,0.487638781,NA,NA
GO:0042092,type 2 immune response,0.18427455,NA,NA,NA,NA
GO:0042093,T-helper cell differentiation,0.300947573,NA,NA,NA,NA
GO:0042098,T cell proliferation,0.261637551,NA,0.455549482,NA,NA
GO:0042100,B cell proliferation,NA,NA,0.611969172,0.065423786,0.065423786
GO:0042102,positive regulation of T cell proliferation,NA,NA,0.455549482,NA,NA
GO:0042113,B cell activation,0.333586898,NA,0.486697273,0.065423786,0.065423786
GO:0042116,macrophage activation,0.342828184,NA,0.455549482,NA,NA
GO:0042119,neutrophil activation,0.259839666,NA,NA,NA,NA
GO:0042129,regulation of T cell proliferation,0.25341177,NA,0.455549482,NA,NA
GO:0042130,negative regulation of T cell proliferation,0.304048927,NA,0.455549482,NA,NA
GO:0042147,"retrograde transport, endosome to Golgi",NA,NA,0.605416872,NA,NA
GO:0042176,regulation of protein catabolic process,0.56289795,NA,NA,NA,NA
GO:0042180,cellular ketone metabolic process,0.451435195,NA,0.546632242,NA,NA
GO:0042219,cellular modified amino acid catabolic process,NA,NA,0.455549482,NA,NA
GO:0042220,response to cocaine,NA,NA,0.490393057,NA,NA
GO:0042254,ribosome biogenesis,0.527832888,NA,0.836484966,NA,NA
GO:0042255,ribosome assembly,0.289314929,NA,NA,NA,NA
GO:0042267,natural killer cell mediated cytotoxicity,0.304048927,NA,0.558437781,NA,NA
GO:0042269,regulation of natural killer cell mediated cytotoxicity,NA,NA,0.491596454,NA,NA
GO:0042274,ribosomal small subunit biogenesis,0.312216263,NA,NA,NA,NA
GO:0042303,molting cycle,0.346149523,NA,NA,NA,NA
GO:0042304,regulation of fatty acid biosynthetic process,NA,NA,0.500798157,NA,NA
GO:0042310,vasoconstriction,NA,NA,NA,0.086388491,0.086388491
GO:0042326,negative regulation of phosphorylation,0.574261189,NA,0.885323658,NA,NA
GO:0042339,keratan sulfate metabolic process,0.25341177,NA,0.455549482,NA,NA
GO:0042391,regulation of membrane potential,NA,NA,0.486973123,0.145777613,0.145777613
GO:0042398,cellular modified amino acid biosynthetic process,NA,NA,0.466988656,NA,NA
GO:0042430,indole-containing compound metabolic process,0.25341177,NA,NA,NA,NA
GO:0042445,hormone metabolic process,0.472815879,NA,NA,NA,NA
GO:0042475,odontogenesis of dentin-containing tooth,0.324959116,NA,NA,NA,NA
GO:0042476,odontogenesis,0.367804224,NA,NA,NA,NA
GO:0042501,serine phosphorylation of STAT protein,NA,NA,NA,0.065423786,0.065423786
GO:0042509,regulation of tyrosine phosphorylation of STAT protein,0.316114161,NA,NA,NA,NA
GO:0042532,negative regulation of tyrosine phosphorylation of STAT protein,0.25341177,NA,NA,NA,NA
GO:0042537,benzene-containing compound metabolic process,0.25341177,NA,NA,NA,NA
GO:0042538,hyperosmotic salinity response,NA,NA,0.455549482,NA,NA
GO:0042542,response to hydrogen peroxide,0.359996104,NA,NA,NA,NA
GO:0042551,neuron maturation,NA,NA,0.487638781,NA,NA
GO:0042558,pteridine-containing compound metabolic process,NA,NA,0.476908104,NA,NA
GO:0042559,pteridine-containing compound biosynthetic process,NA,NA,0.455549482,NA,NA
GO:0042593,glucose homeostasis,NA,NA,0.592330363,NA,NA
GO:0042633,hair cycle,0.346149523,NA,NA,NA,NA
GO:0042692,muscle cell differentiation,NA,NA,0.746668561,NA,NA
GO:0042698,ovulation cycle,0.304048927,NA,NA,NA,NA
GO:0042733,embryonic digit morphogenesis,NA,NA,0.512282985,NA,NA
GO:0042742,defense response to bacterium,0.25341177,NA,0.498280002,NA,NA
GO:0042743,hydrogen peroxide metabolic process,0.276219964,NA,NA,NA,NA
GO:0042744,hydrogen peroxide catabolic process,0.25341177,NA,NA,NA,NA
GO:0042761,very long-chain fatty acid biosynthetic process,NA,NA,0.455549482,NA,NA
GO:0042770,signal transduction in response to DNA damage,0.415412403,NA,0.738924595,NA,NA
GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,NA,NA,0.486973123,NA,NA
GO:0042832,defense response to protozoan,0.25341177,NA,NA,NA,NA
GO:0042886,amide transport,0.519053688,NA,0.455549482,0.12313726,0.12313726
GO:0042908,xenobiotic transport,0.276219964,NA,NA,NA,NA
GO:0043010,camera-type eye development,0.546111137,NA,0.675209435,NA,NA
GO:0043011,myeloid dendritic cell differentiation,0.25341177,NA,0.455549482,NA,NA
GO:0043030,regulation of macrophage activation,0.290161792,NA,0.455549482,NA,NA
GO:0043031,negative regulation of macrophage activation,NA,NA,0.455549482,NA,NA
GO:0043032,positive regulation of macrophage activation,NA,NA,0.470372826,NA,NA
GO:0043062,extracellular structure organization,0.320326145,NA,0.655434493,NA,NA
GO:0043084,penile erection,NA,NA,0.455549482,NA,NA
GO:0043087,regulation of GTPase activity,0.25341177,NA,0.705552991,NA,NA
GO:0043113,receptor clustering,0.278467981,NA,0.501869455,NA,NA
GO:0043114,regulation of vascular permeability,NA,NA,0.455549482,NA,NA
GO:0043116,negative regulation of vascular permeability,NA,NA,0.455549482,NA,NA
GO:0043117,positive regulation of vascular permeability,NA,NA,0.455549482,NA,NA
GO:0043122,regulation of I-kappaB kinase/NF-kappaB signaling,0.482766719,NA,0.799769965,NA,NA
GO:0043123,positive regulation of I-kappaB kinase/NF-kappaB signaling,0.422979862,NA,0.746668561,NA,NA
GO:0043129,surfactant homeostasis,NA,NA,0.455549482,NA,NA
GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,0.312216263,NA,NA,NA,NA
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,0.388113934,NA,0.605416872,NA,NA
GO:0043200,response to amino acid,NA,NA,NA,0.091621436,0.091621436
GO:0043242,negative regulation of protein-containing complex disassembly,NA,NA,0.566433678,NA,NA
GO:0043243,positive regulation of protein-containing complex disassembly,NA,NA,0.486278811,NA,NA
GO:0043244,regulation of protein-containing complex disassembly,NA,NA,0.466988656,NA,NA
GO:0043248,proteasome assembly,NA,NA,0.455549482,NA,NA
GO:0043254,regulation of protein-containing complex assembly,0.594585971,NA,0.58411855,NA,NA
GO:0043255,regulation of carbohydrate biosynthetic process,0.337326443,NA,NA,NA,NA
GO:0043266,regulation of potassium ion transport,NA,NA,0.620983092,NA,NA
GO:0043270,positive regulation of monoatomic ion transport,NA,NA,0.779309233,NA,NA
GO:0043271,negative regulation of monoatomic ion transport,NA,NA,0.670352128,NA,NA
GO:0043278,response to morphine,NA,NA,0.466988656,NA,NA
GO:0043279,response to alkaloid,NA,NA,0.605416872,NA,NA
GO:0043280,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,NA,NA,0.646385068,NA,NA
GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,0.43945623,NA,0.757913601,NA,NA
GO:0043297,apical junction assembly,NA,NA,0.558791157,NA,NA
GO:0043330,response to exogenous dsRNA,NA,NA,NA,0.075347786,0.075347786
GO:0043331,response to dsRNA,NA,NA,0.508768371,0.080422311,0.080422311
GO:0043367,"CD4-positive, alpha-beta T cell differentiation",0.321519308,NA,NA,NA,NA
GO:0043368,positive T cell selection,0.257685349,NA,NA,NA,NA
GO:0043369,"CD4-positive or CD8-positive, alpha-beta T cell lineage commitment",0.25341177,NA,NA,NA,NA
GO:0043370,"regulation of CD4-positive, alpha-beta T cell differentiation",0.276219964,NA,NA,NA,NA
GO:0043373,"CD4-positive, alpha-beta T cell lineage commitment",0.25341177,NA,NA,NA,NA
GO:0043393,regulation of protein binding,0.433617771,NA,0.756512953,NA,NA
GO:0043401,steroid hormone mediated signaling pathway,0.368672211,NA,0.663648261,NA,NA
GO:0043405,regulation of MAP kinase activity,0.421373756,NA,NA,NA,NA
GO:0043409,negative regulation of MAPK cascade,NA,NA,0.738924595,NA,NA
GO:0043410,positive regulation of MAPK cascade,NA,NA,0.647367397,NA,NA
GO:0043413,macromolecule glycosylation,0.457754855,NA,0.776787926,NA,NA
GO:0043433,negative regulation of DNA-binding transcription factor activity,NA,NA,0.516377278,NA,NA
GO:0043434,response to peptide hormone,0.601207036,NA,0.602052609,0.143629681,0.143629681
GO:0043457,regulation of cellular respiration,NA,NA,0.500798157,NA,NA
GO:0043467,regulation of generation of precursor metabolites and energy,NA,NA,0.663648261,NA,NA
GO:0043487,regulation of RNA stability,NA,NA,0.761193145,NA,NA
GO:0043488,regulation of mRNA stability,NA,NA,0.750774525,NA,NA
GO:0043491,protein kinase B signaling,0.451435195,NA,NA,NA,NA
GO:0043523,regulation of neuron apoptotic process,NA,NA,0.769694389,NA,NA
GO:0043524,negative regulation of neuron apoptotic process,NA,NA,0.694757892,NA,NA
GO:0043542,endothelial cell migration,0.507684574,NA,NA,NA,NA
GO:0043543,protein acylation,NA,NA,0.794140747,NA,NA
GO:0043547,positive regulation of GTPase activity,0.508613198,NA,0.811039268,NA,NA
GO:0043550,regulation of lipid kinase activity,0.300947573,NA,NA,NA,NA
GO:0043551,regulation of phosphatidylinositol 3-kinase activity,0.276219964,NA,NA,NA,NA
GO:0043576,regulation of respiratory gaseous exchange,NA,NA,0.463847165,NA,NA
GO:0043583,ear development,NA,NA,0.77226966,NA,NA
GO:0043588,skin development,0.522916764,NA,0.647147843,NA,NA
GO:0043605,amide catabolic process,NA,NA,0.455549482,NA,NA
GO:0043647,inositol phosphate metabolic process,NA,NA,0.508768371,NA,NA
GO:0043648,dicarboxylic acid metabolic process,NA,NA,0.604538025,0.065423786,0.065423786
GO:0043649,dicarboxylic acid catabolic process,NA,NA,0.455549482,NA,NA
GO:0043651,linoleic acid metabolic process,NA,NA,0.455549482,NA,NA
GO:0043687,post-translational protein modification,0.276219964,NA,0.455549482,NA,NA
GO:0043903,regulation of biological process involved in symbiotic interaction,0.221568795,NA,NA,NA,NA
GO:0043954,cellular component maintenance,NA,NA,0.54707956,NA,NA
GO:0043967,histone H4 acetylation,NA,NA,0.523492929,NA,NA
GO:0044000,movement in host,0.25341177,NA,0.738924595,NA,NA
GO:0044065,regulation of respiratory system process,NA,NA,0.455549482,NA,NA
GO:0044089,positive regulation of cellular component biogenesis,0.413837161,NA,NA,NA,NA
GO:0044091,membrane biogenesis,NA,NA,0.523492929,NA,NA
GO:0044106,cellular amine metabolic process,0.341479515,NA,NA,NA,NA
GO:0044242,cellular lipid catabolic process,0.45661119,NA,0.455549482,NA,NA
GO:0044262,cellular carbohydrate metabolic process,0.519053688,NA,0.63367502,0.12313726,0.12313726
GO:0044264,cellular polysaccharide metabolic process,NA,NA,0.605147632,NA,NA
GO:0044270,cellular nitrogen compound catabolic process,0.399648173,NA,0.644283391,NA,NA
GO:0044272,sulfur compound biosynthetic process,0.382816848,NA,0.486973123,NA,NA
GO:0044282,small molecule catabolic process,0.34661958,NA,0.455549482,0.136145385,0.136145385
GO:0044344,cellular response to fibroblast growth factor stimulus,0.346149523,NA,NA,NA,NA
GO:0044403,biological process involved in symbiotic interaction,0.25341177,NA,0.847836948,NA,NA
GO:0044409,entry into host,0.25341177,NA,0.705552991,NA,NA
GO:0044703,multi-organism reproductive process,0.442086174,NA,0.533056117,0.107162556,0.107162556
GO:0044706,multi-multicellular organism process,0.265695971,NA,0.546632242,0.109884899,0.109884899
GO:0044772,mitotic cell cycle phase transition,NA,NA,0.916172133,NA,NA
GO:0044843,cell cycle G1/S phase transition,NA,NA,0.819346464,NA,NA
GO:0045010,actin nucleation,NA,NA,0.455549482,NA,NA
GO:0045017,glycerolipid biosynthetic process,0.48240843,NA,NA,NA,NA
GO:0045023,G0 to G1 transition,NA,NA,0.486973123,NA,NA
GO:0045055,regulated exocytosis,0.473246958,NA,NA,NA,NA
GO:0045058,T cell selection,0.272555379,NA,NA,NA,NA
GO:0045064,T-helper 2 cell differentiation,0.25341177,NA,NA,NA,NA
GO:0045069,regulation of viral genome replication,0.25341177,NA,0.58411855,NA,NA
GO:0045071,negative regulation of viral genome replication,0.217001617,NA,0.508768371,NA,NA
GO:0045088,regulation of innate immune response,0.471887281,NA,0.545096499,NA,NA
GO:0045089,positive regulation of innate immune response,NA,NA,0.486973123,NA,NA
GO:0045116,protein neddylation,NA,NA,0.466988656,NA,NA
GO:0045123,cellular extravasation,0.304048927,NA,0.555084193,NA,NA
GO:0045124,regulation of bone resorption,0.259839666,NA,NA,0.074130206,0.074130206
GO:0045137,development of primary sexual characteristics,0.274072039,NA,NA,NA,NA
GO:0045165,cell fate commitment,0.508405753,NA,NA,NA,NA
GO:0045190,isotype switching,0.275087576,NA,NA,NA,NA
GO:0045214,sarcomere organization,NA,NA,0.486973123,NA,NA
GO:0045216,cell-cell junction organization,NA,NA,0.455549482,NA,NA
GO:0045217,cell-cell junction maintenance,NA,NA,0.455549482,NA,NA
GO:0045229,external encapsulating structure organization,0.320326145,NA,0.656024585,NA,NA
GO:0045324,late endosome to vacuole transport,NA,NA,0.486278811,NA,NA
GO:0045333,cellular respiration,NA,NA,0.788470034,NA,NA
GO:0045428,regulation of nitric oxide biosynthetic process,NA,NA,NA,0.084890735,0.084890735
GO:0045429,positive regulation of nitric oxide biosynthetic process,NA,NA,NA,0.074130206,0.074130206
GO:0045444,fat cell differentiation,0.474583696,NA,0.468792807,NA,NA
GO:0045453,bone resorption,0.290735141,NA,NA,0.084890735,0.084890735
GO:0045471,response to ethanol,NA,NA,0.469192152,NA,NA
GO:0045494,photoreceptor cell maintenance,NA,NA,0.486973123,NA,NA
GO:0045576,mast cell activation,NA,NA,0.538002862,NA,NA
GO:0045580,regulation of T cell differentiation,0.25341177,NA,NA,NA,NA
GO:0045598,regulation of fat cell differentiation,0.381804231,NA,0.678018552,NA,NA
GO:0045599,negative regulation of fat cell differentiation,NA,NA,0.516377278,NA,NA
GO:0045619,regulation of lymphocyte differentiation,0.259839666,NA,NA,NA,NA
GO:0045622,regulation of T-helper cell differentiation,0.261637551,NA,NA,NA,NA
GO:0045637,regulation of myeloid cell differentiation,0.262229971,NA,0.767040197,NA,NA
GO:0045638,negative regulation of myeloid cell differentiation,0.25341177,NA,0.604538025,NA,NA
GO:0045667,regulation of osteoblast differentiation,0.25341177,NA,NA,NA,NA
GO:0045668,negative regulation of osteoblast differentiation,0.276219964,NA,NA,NA,NA
GO:0045669,positive regulation of osteoblast differentiation,0.305594763,NA,NA,NA,NA
GO:0045670,regulation of osteoclast differentiation,0.25341177,NA,NA,NA,NA
GO:0045671,negative regulation of osteoclast differentiation,0.15904193,NA,NA,NA,NA
GO:0045723,positive regulation of fatty acid biosynthetic process,NA,NA,0.455549482,NA,NA
GO:0045730,respiratory burst,0.257727334,NA,NA,NA,NA
GO:0045732,positive regulation of protein catabolic process,0.442086174,NA,NA,NA,NA
GO:0045739,positive regulation of DNA repair,NA,NA,0.655946918,NA,NA
GO:0045741,positive regulation of epidermal growth factor-activated receptor activity,NA,NA,0.455549482,NA,NA
GO:0045742,positive regulation of epidermal growth factor receptor signaling pathway,0.257685349,NA,0.486697273,NA,NA
GO:0045746,negative regulation of Notch signaling pathway,NA,NA,0.486278811,NA,NA
GO:0045765,regulation of angiogenesis,0.553469414,NA,0.865817054,NA,NA
GO:0045766,positive regulation of angiogenesis,0.421373756,NA,0.738924595,NA,NA
GO:0045776,negative regulation of blood pressure,NA,NA,0.500798157,NA,NA
GO:0045777,positive regulation of blood pressure,NA,NA,0.482431655,NA,NA
GO:0045779,negative regulation of bone resorption,0.25341177,NA,NA,0.065423786,0.065423786
GO:0045785,positive regulation of cell adhesion,0.406166197,NA,0.643042575,NA,NA
GO:0045786,negative regulation of cell cycle,NA,NA,0.894629285,NA,NA
GO:0045787,positive regulation of cell cycle,0.340156377,NA,0.867700818,NA,NA
GO:0045814,"negative regulation of gene expression, epigenetic",NA,NA,0.62231079,NA,NA
GO:0045824,negative regulation of innate immune response,0.310766875,NA,0.455549482,NA,NA
GO:0045833,negative regulation of lipid metabolic process,NA,NA,0.62231079,NA,NA
GO:0045834,positive regulation of lipid metabolic process,NA,NA,0.688105289,NA,NA
GO:0045840,positive regulation of mitotic nuclear division,0.263366912,NA,0.486973123,NA,NA
GO:0045860,positive regulation of protein kinase activity,0.600971102,NA,0.708084148,NA,NA
GO:0045861,negative regulation of proteolysis,0.555867029,NA,NA,NA,NA
GO:0045862,positive regulation of proteolysis,0.568311466,NA,0.874837491,NA,NA
GO:0045907,positive regulation of vasoconstriction,NA,NA,NA,0.071180797,0.071180797
GO:0045912,negative regulation of carbohydrate metabolic process,0.274072039,NA,NA,NA,NA
GO:0045921,positive regulation of exocytosis,0.25341177,NA,NA,NA,NA
GO:0045922,negative regulation of fatty acid metabolic process,NA,NA,0.486973123,NA,NA
GO:0045923,positive regulation of fatty acid metabolic process,NA,NA,0.486697273,NA,NA
GO:0045927,positive regulation of growth,NA,NA,0.799769965,0.117141464,0.117141464
GO:0045931,positive regulation of mitotic cell cycle,0.359996104,NA,NA,NA,NA
GO:0045933,positive regulation of muscle contraction,0.270648088,NA,0.496260296,NA,NA
GO:0045936,negative regulation of phosphate metabolic process,0.61302545,NA,0.908035465,NA,NA
GO:0045953,negative regulation of natural killer cell mediated cytotoxicity,NA,NA,0.455549482,NA,NA
GO:0045956,positive regulation of calcium ion-dependent exocytosis,0.25341177,NA,NA,NA,NA
GO:0045987,positive regulation of smooth muscle contraction,0.25341177,NA,NA,NA,NA
GO:0045989,positive regulation of striated muscle contraction,NA,NA,0.455549482,NA,NA
GO:0046031,ADP metabolic process,0.325164749,NA,NA,NA,NA
GO:0046034,ATP metabolic process,0.451335236,NA,0.769694389,NA,NA
GO:0046165,alcohol biosynthetic process,NA,NA,0.670352128,NA,NA
